fb68b5001135f7d5cce20761d56f3ab4,1
d49b6a4074b8c7e59453ced7cc949e0c,1
11e8c898185abed09c60e874659731de,5
17f92fcb2641e068967e4d8234752051,1
9822cdcf89baa7a2475ff9aeb89aced9,2
a429ae42c252ff0d4cbf68cffc2deaae,1
d77b1d9dd0ecd2594c50b865f6c6a113,2
2fd1cddf783fff0fb2560584c4245a4c,2
f935f35dee238c198c59fef340ab0251,2
ae817b883a58b12a6d72d12aaa9e2c7e,2
555f3de9e8e3c2e8205feb5f351e1ec3,1
76d7f22c4b1f45bce7715288214e72e1,1
94601585531be846aa6113d569f36f07,1
691fd56a926e04dfc6bb25db9cea2b1e,2
744c178e80f92dfe2b81eac7cdd2f1fe,2
9c41b19fbb2dff026cf7532a8a4add57,2
31215aaa5c6c6630c72ae32fe55b7b86,1
ea664160d68d4041ba640067d782e505,1
c567f17aff8867b83e913e2d01a3124f,2
f4130a8fef38a08a50adf148702c90db,1
a4d9061843cc6aa7e2c5a9fbb8d56f8e,2
2390b54f33b790bb27b6de0d283c446a,1
dd94b4f0e251d703983058cd4e558c02,2
d1e9b35d7b8d15d8881745bbee23c613,2
4000ec83c682a4e4d1866b7798b56e2e,3
fd8cebdef48bff2ef0d72266cdf0fb31,1
cc699971b1d090c221c77b1ab647f823,1
d8ee1b538b4b4fefebf106ab613885b6,2
9a67704619c4ce2583d981d7145396a6,1
8fcaa6e86fd21566e7cab7156e0c9f77,1
4081551aa1d9ce992f13c54e9972ff82,1
647a9e852cdda7c006e0b001e47961a6,1
d2723aa1d7d4c5ffaf854d125d6d228b,2
0f16b9b90f22955d599d1214a77b58fe,1
e87bca116499d02369c0c7bfc8da06a7,2
ebe4a26497256e5962aeefc24c6406d0,1
d0cfb529c523309c70c67b87d742fe10,2
459d028eb2557ac0e3da9a6d90393427,2
b5ef59873f6f51a98958c67a261b4885,2
a819e9e4eda6037cbb28442ef5070798,1
2171ee5825cf3636efc6504fe86819b6,2
40dcdd4775c39afe5f274d5845409e83,2
b938f5bf1a58492694568e6077e91596,1
0b6b18dd229c196f79a813fec0088d12,1
ff3842cc9d4d82ba7e43d83ad6943343,2
50cd9d0e306dd78fd4431ebaab5514c1,1
a79e162fa12b6ebd2524a538adda1b5e,1
5f06bc16f7441b71f5b231576590215c,2
22533d24239f433c09f1617533a6f2e7,2
2b3c790f973dd9adb66456557293e72e,2
53654291d2737d9134ed8285756eb115,2
231989ab60a51f7bdc2c48a3630e3d76,1
